,year,tas_5,tas_mean,tas_95
0,2015.0,1.015464593576633,1.098806697217511,1.187128662151762
1,2016.0,1.032164094461693,1.123233684104443,1.219921901598277
2,2017.0,1.049922470137109,1.148855749150225,1.25396833936711
3,2018.0,1.068048494749986,1.175204809928973,1.289161376362709
4,2019.0,1.084378535333585,1.200603567039872,1.324116437446857
5,2020.0,1.099381120151216,1.225472443290541,1.359480014065763
6,2021.0,1.116316396933119,1.251715812538949,1.395545562304503
7,2022.0,1.131426639060884,1.27695901514128,1.431435216765168
8,2023.0,1.143703642286295,1.300042351113897,1.466095904696037
9,2024.0,1.155780873870311,1.321454670604185,1.497793007499449
10,2025.0,1.167700256715394,1.343829073908499,1.53144356298067
11,2026.0,1.182071659218527,1.366752731560742,1.563874517589058
12,2027.0,1.195750001963533,1.388259637948981,1.594148766090089
13,2028.0,1.206357913491507,1.407256661867743,1.622647884602263
14,2029.0,1.217020392917817,1.426049766202361,1.650491691322245
15,2030.0,1.2280106717716,1.44350264832618,1.675340717151884
16,2031.0,1.234975854792554,1.459082550325048,1.700707143878416
17,2032.0,1.241240694353395,1.474052991643572,1.725904055097354
18,2033.0,1.247567864958888,1.487861154237756,1.748101469708499
19,2034.0,1.252629550616456,1.49935936809009,1.767090988379766
20,2035.0,1.256775085406528,1.510067059991037,1.786170264610801
21,2036.0,1.260589190860015,1.520046170464525,1.803607483863885
22,2037.0,1.263875026927821,1.52824108656861,1.818156489737513
23,2038.0,1.265462329368042,1.535336003976834,1.831783308781982
24,2039.0,1.268507447185973,1.543069379903648,1.84564712697995
25,2040.0,1.270907329270043,1.549635038537787,1.857401273375314
26,2041.0,1.271823515550348,1.554121449724712,1.867063288666071
27,2042.0,1.273603829192245,1.558734535345618,1.875360869013015
28,2043.0,1.275930824143495,1.562800423687018,1.882665436412663
29,2044.0,1.276253414718422,1.566356880654194,1.890744599537217
30,2045.0,1.27459756882445,1.568121078904943,1.896798549750875
31,2046.0,1.27062905287353,1.567168399053921,1.90047684740473
32,2047.0,1.265763207983002,1.567000395509804,1.905980032097287
33,2048.0,1.262351690390835,1.566768571625803,1.910409223869712
34,2049.0,1.259214937388564,1.566172001353058,1.91285366859673
35,2050.0,1.256735313405531,1.565447871078812,1.915745129017758
36,2051.0,1.253047772494008,1.564642917130066,1.918877277221836
37,2052.0,1.250034245695083,1.562828892239138,1.919199538994891
38,2053.0,1.24617071404265,1.561234665153267,1.92086847506629
39,2054.0,1.242980938648455,1.559963112786047,1.922369929072467
40,2055.0,1.238873750996531,1.557207221708618,1.921647934301504
41,2056.0,1.232554112165193,1.553330978801763,1.920791334107797
42,2057.0,1.227018489716921,1.549829540482681,1.920842844233112
43,2058.0,1.222183130691652,1.547309302377801,1.921430927315295
44,2059.0,1.216978398129228,1.54364920437138,1.920122108824715
45,2060.0,1.212213162519471,1.540005435922796,1.918086552927445
46,2061.0,1.207527979529126,1.536628469600529,1.917334394953578
47,2062.0,1.202415927844919,1.533170727810983,1.916515344688741
48,2063.0,1.196397936571168,1.529034932796915,1.914450360569546
49,2064.0,1.19174215346227,1.524952988347938,1.911503174685608
50,2065.0,1.186890878731974,1.520569432432358,1.908890885557966
51,2066.0,1.183505684019768,1.517917250686817,1.907473217588286
52,2067.0,1.181340115467006,1.514436812268567,1.903440469618981
53,2068.0,1.177199255183641,1.510551237083714,1.900505832139421
54,2069.0,1.171648234389898,1.506502878931574,1.898528915686259
55,2070.0,1.16689147485318,1.502784565338527,1.896324092551344
56,2071.0,1.165372742498845,1.499301826450536,1.892040727865409
57,2072.0,1.162020675629913,1.495573129775715,1.889017839144943
58,2073.0,1.158920127546667,1.492243106092815,1.885799073557328
59,2074.0,1.155584091202718,1.48902485715597,1.883054807344312
60,2075.0,1.153372256472816,1.486705665905141,1.881010707719645
61,2076.0,1.150438480376203,1.483224809045645,1.878038873855803
62,2077.0,1.146358958185685,1.479470223218629,1.875433310216809
63,2078.0,1.142783734568566,1.47476224633044,1.869705067161753
64,2079.0,1.139108606040096,1.469025302512702,1.862536122145115
65,2080.0,1.135514601894683,1.463558931880244,1.856716228348872
66,2081.0,1.132788013214874,1.459295510817444,1.85160659543069
67,2082.0,1.129081172801163,1.455213333730123,1.847349070341697
68,2083.0,1.125923458619251,1.451042727746928,1.842422596321459
69,2084.0,1.122325393511415,1.446572669942864,1.837981079093768
70,2085.0,1.120064282770148,1.443611109059757,1.8349845878819
71,2086.0,1.115473732659401,1.439094809394599,1.831303040165551
72,2087.0,1.109808487043908,1.434457524937491,1.827549215774739
73,2088.0,1.106180966511867,1.429551555946138,1.822303125199832
74,2089.0,1.101440050966064,1.423897609787855,1.816791777604031
75,2090.0,1.095231465843022,1.417880784496305,1.811103422718322
76,2091.0,1.092253861150815,1.414310347062963,1.807548505178263
77,2092.0,1.089385557856835,1.410984268695928,1.803013211800962
78,2093.0,1.084497879397234,1.407192648899584,1.798769709640542
79,2094.0,1.079756933855717,1.403343560286048,1.795293456858545
80,2095.0,1.075387246351776,1.399595680140566,1.791378137302105
81,2096.0,1.070570419169615,1.395931947400648,1.787640244824851
82,2097.0,1.065702888572471,1.392230646405064,1.782751461583115
83,2098.0,1.061259237737612,1.388402859745407,1.778048169009206
84,2099.0,1.05623256526101,1.384914343407232,1.774195014927382
