,year,tas_5,tas_mean,tas_95
0,2015.0,1.011144608189148,1.103229250277399,1.194781866470071
1,2016.0,1.029887849284629,1.126901763726403,1.229157003732183
2,2017.0,1.047697989419192,1.151919167334748,1.264237823310561
3,2018.0,1.064357115146933,1.177257279186332,1.300235844871304
4,2019.0,1.081321736737715,1.202910643228808,1.336964835173345
5,2020.0,1.100338789488446,1.229934511291803,1.377739358872148
6,2021.0,1.119937782242221,1.255799225135755,1.412803966933381
7,2022.0,1.138716512481406,1.281325570401344,1.447621289126446
8,2023.0,1.154824296961826,1.306667293213803,1.48177929211348
9,2024.0,1.171267595654264,1.332846258276053,1.51508760726553
10,2025.0,1.183635069575731,1.357636731600403,1.548510258018096
11,2026.0,1.201553500518716,1.381202411243138,1.581507169502703
12,2027.0,1.219137705763506,1.405550502516968,1.615513408180928
13,2028.0,1.237643951975757,1.432808940708781,1.649756037744748
14,2029.0,1.256396785535068,1.458037593503638,1.68445996702132
15,2030.0,1.274936568271051,1.48294275576227,1.719285453897807
16,2031.0,1.292468584707412,1.506218010741999,1.753360468622823
17,2032.0,1.308623294101188,1.529446014101711,1.785807755600006
18,2033.0,1.324961657783553,1.55143229097889,1.819314982323102
19,2034.0,1.342530448089616,1.57280012306276,1.852066717813797
20,2035.0,1.35906994453849,1.594112393233473,1.883886441373794
21,2036.0,1.375798721833882,1.617129302052716,1.915774851605658
22,2037.0,1.39280257433538,1.640932093307593,1.947663860125229
23,2038.0,1.411512043538506,1.665194436449729,1.981725927171893
24,2039.0,1.430457863527148,1.689145254915772,2.015682911162007
25,2040.0,1.447977301937588,1.712334759468767,2.048896824633195
26,2041.0,1.464779510570541,1.736928985891696,2.083229703021045
27,2042.0,1.482958172105699,1.761675215485853,2.117549809711891
28,2043.0,1.501285494546965,1.786704845768131,2.151695108973837
29,2044.0,1.518787094719242,1.809090932484144,2.186173353111513
30,2045.0,1.535671297561093,1.830748445375887,2.226299123668887
31,2046.0,1.551353970019864,1.854509374921051,2.258704353254239
32,2047.0,1.566968531338836,1.879956885551003,2.293169330986506
33,2048.0,1.583189501940827,1.901738632855262,2.328049804452505
34,2049.0,1.597920268376517,1.922370183236501,2.359299245443345
35,2050.0,1.613801546322585,1.945773952960029,2.400274990804041
36,2051.0,1.630250556770416,1.973295137181203,2.423388203048785
37,2052.0,1.647301767478667,1.994489480628724,2.461921457303672
38,2053.0,1.661258232273453,2.017039307240727,2.49422380643913
39,2054.0,1.675918117940904,2.038640485367845,2.524524755939417
40,2055.0,1.690577164761637,2.061187218890431,2.545671127787888
41,2056.0,1.703619849040057,2.08390441525191,2.576943513780297
42,2057.0,1.717177834944992,2.104357818026344,2.606077760399856
43,2058.0,1.730962089990991,2.124835498843853,2.633794612105778
44,2059.0,1.743458393353137,2.145506849961031,2.662063183471143
45,2060.0,1.758285298623466,2.165121682983608,2.699825595115479
46,2061.0,1.773046520911895,2.186229470745906,2.728224836907218
47,2062.0,1.785509831347526,2.205377039197232,2.765178908370747
48,2063.0,1.79937550013,2.225378859349763,2.792999655781339
49,2064.0,1.814209078734776,2.245274116522965,2.819375595769235
50,2065.0,1.827924401037371,2.263407089726816,2.846629969271956
51,2066.0,1.840756963658778,2.281256409859877,2.871768497458369
52,2067.0,1.854123418373639,2.298366148618806,2.897578101996441
53,2068.0,1.8674294640655,2.316237794366196,2.921361727790963
54,2069.0,1.879681028643527,2.333860646961639,2.945109756968359
55,2070.0,1.89076174123668,2.349677231980654,2.968366922742272
56,2071.0,1.901598856647638,2.365764146647241,3.000346851212024
57,2072.0,1.914047230726197,2.385652581523845,3.024821906792845
58,2073.0,1.926265692963141,2.400872440914906,3.047696385774695
59,2074.0,1.937030967599739,2.420856025464448,3.072036799305653
60,2075.0,1.947886629700426,2.436986627793978,3.095418606614993
61,2076.0,1.959221779585036,2.449282569916706,3.118471458815042
62,2077.0,1.970828215305596,2.469227024986556,3.142116962817691
63,2078.0,1.981238540654623,2.484956600773621,3.165511963597964
64,2079.0,1.990776585611687,2.498688922186961,3.186745369482967
65,2080.0,1.999453727856842,2.512986405915874,3.207514772846567
66,2081.0,2.008041730579369,2.527228874071578,3.228755901772369
67,2082.0,2.017824317078491,2.542410977822211,3.250691704655104
68,2083.0,2.025909161838232,2.55704964211911,3.272186146528787
69,2084.0,2.033985478702412,2.571728182087239,3.292892258121448
70,2085.0,2.044171133557958,2.586203366835649,3.31270451495417
71,2086.0,2.054352756165188,2.600524191055035,3.334216546816493
72,2087.0,2.0627976879693,2.61444253695513,3.355945505650742
73,2088.0,2.07056644272485,2.627413769063695,3.376209412249879
74,2089.0,2.078155205109254,2.638886883053936,3.396525164481891
75,2090.0,2.085345749485891,2.650091970257829,3.415727346740452
76,2091.0,2.093935020295826,2.664827267419061,3.435020169946073
77,2092.0,2.10078843122503,2.675315456997634,3.453625845798858
78,2093.0,2.107396097311242,2.686949805610418,3.471900048231816
79,2094.0,2.114528169856752,2.69834570693205,3.487837780475231
80,2095.0,2.121174476384338,2.709810211549113,3.504371380569069
81,2096.0,2.126581449670941,2.721366588884118,3.520521903405434
82,2097.0,2.132023202616776,2.730280536642366,3.536065590555114
83,2098.0,2.138235772581498,2.739833944639895,3.550991276932196
84,2099.0,2.144144373483601,2.748133705341387,3.565740716869523
